record_id,no_abstract,title,abstract,doi,eligible,family_abstract,family,family_symmetric,subclass,hybrid,reason,minutes
RC-1590,,Signal–noise separation using unsupervised reservoir computing,"Removing noise from a signal without knowing the characteristics of the noise is a challenging task. This paper introduces a signal-noise separation method based on time-series prediction. We use Reservoir Computing (RC) to extract the maximum portion of ""predictable information"" from a given signal. Reproducing the deterministic component of the signal using RC, we estimate the noise distribution from the difference between the original signal and the reconstructed one. The method is based on a machine-learning approach and requires no prior knowledge of either the deterministic signal or the noise distribution. It provides a way to identify additivity/multiplicativity of noise and to estimate the signal-to-noise ratio (SNR) indirectly. The method works successfully for combinations of various signals and noise, including the chaotic signal and the highly oscillating sinusoidal signal, which are corrupted by non-Gaussian additive/multiplicative noise. The separation performances are robust and notably outstanding for signals with strong noise, even for those with negative SNR.",10.1063/5.0278540,yes,unassignable,F1,,F1.1,,"PASS 1: unassignable under R7. 'We use Reservoir Computing (RC) to extract the maximum portion of predictable information' is the whole architectural statement. PASS 2 (arXiv 2404.04870, the preprint of the Chaos article): the method section defines the ESN as L nodes with r(i+1) = (1-a) r(i) + a tanh(A r(i) + Win x(i-1)), A in R^(L x L), and a trainable linear output vector Wout. F1/F1.1. 'Unsupervised' in the title describes the separation procedure, not reservoir adaptation - the readout is still fit by regression, so I3 holds and D3 stays random-fixed.",24
RC-1110,,Lipreading Using Liquid State Machine with STDP-Tuning,"Lipreading refers to the task of decoding the text content of a speaker based on visual information about the movement of the speaker’s lips. With the development of deep learning in recent years, lipreading has attracted extensive research. However, the deep learning method requires a lot of computing resources, which is not conducive to the migration of the system to edge devices. Inspired by the work of Spiking Neural Networks (SNNs) in recognizing human actions and gestures, we propose a lipreading system based on SNNs. Specifically, we construct the front-end feature extractor of the system using Liquid State Machine (LSM). On the other hand, a heuristic algorithm is used to select appropriate parameters for the classifier in the backend. On small-scale lipreading datasets, our recognition accuracy achieves good results. We claim that our network performs better in terms of accuracy and ratio of learned parameters compared to other networks, and has superior advantages in terms of network complexity and training cost. On the AVLetters dataset, our model achieves a 5% improvement in accuracy over traditional methods and a 90% reduction in parameters over the state-of-the-art.",10.3390/app122010484,yes,F1,F1,,F1.2,,"Liquid State Machine named as the front-end feature extractor, so R10 gives F1/F1.2, the LSM lineage. STDP is task-agnostic unsupervised adaptation, INCLUDE under Sec.1.2 with D3 = unsupervised; the heuristic parameter search sits on the back-end classifier, which is readout-side and does not touch I2. A 5% accuracy gain on AVLetters and a 90% parameter reduction are the quantitative results.",7
RC-2290,,Active power filter with enhanced echo state network in radar power supply system,"Abstract There have been concerns raised on load non‐linearity as more and more load types are being introduced into the radar power supply system. The non‐linear load produces harmonic current while it seriously threatens the normal and safe operation environment of other system equipment. It can be difficult to design shunt active power filter (APF) to eliminate the harmonic effect while achieving stability and reliability. This paper designs a hybrid optimization shunt active power filter, which adopts enhanced echo state network (ESN) to predict harmonics and reduce the delay problem in traditional control. The prediction performance of enhanced ESN is verified by simulation. The modelling and simulation of the hybrid optimization shunt APF are completed in Simulink, and the parameters of APF are reset according to the radar power supply system. Furthermore, a prototype based on DSP TMS320F28335 was developed to test whether the theory is feasible and accurate. The experimental results demonstrate that the APF with harmonic prediction has improved steady‐state response performance and rapid dynamic response performance.",10.1049/pel2.12550,yes,F1,F1,,,,"'Enhanced echo state network' - ESN named, so R10 gives F1, and 'enhanced' is precisely the unresolved addition R10 leaves at a blank subclass, so no F1.1. The ESN predicts harmonics inside an active power filter; it is used as a component, but the paper reports its own prediction performance in simulation and on a DSP TMS320F28335 prototype, so this is primary research with quantitative results rather than an application note. I2 and I3 are not spelled out in the abstract but nothing suggests error reaching the reservoir.",7
RC-6254,,Protein Structured Reservoir Computing for Spike-Based Pattern Recognition,"Nowadays we witness a miniaturisation trend in the semiconductor industry backed up by groundbreaking discoveries and designs in nanoscale characterisation and fabrication. To facilitate the trend and produce ever smaller, faster and cheaper computing devices, the size of nanoelectronic devices is now reaching the scale of atoms or molecules - a technical goal undoubtedly demanding for novel devices. Following the trend, we explore an unconventional route of implementing reservoir computing on a single protein molecule and introduce neuromorphic connectivity with a small-world networking property. We have chosen Izhikevich spiking neurons as elementary processors, corresponding to the atoms of verotoxin protein, and its molecule as a `hardware' architecture of the communication networks connecting the processors. We apply on a single readout layer, various training methods in a supervised fashion to investigate whether the molecular structured Reservoir Computing (RC) system is capable to deal with machine learning benchmarks. We start with the Remote Supervised Method, based on Spike-Timing-Dependent-Plasticity, and carry on with linear regression and scaled conjugate gradient back-propagation training methods. The RC network is evaluated as a proof-of-concept on the handwritten digit images from the standard MNIST and the extended MNIST datasets and demonstrates acceptable classification accuracies in comparison with other similar approaches.",10.1109/tpds.2021.3068826,yes,F1,F1,,F1.2,,"Izhikevich spiking neurons as the units, with the verotoxin molecule's own contact structure as the connectivity - 'its molecule as a hardware architecture of the communication networks connecting the processors'. Addressable units with a specified coupling: F1. The subclass is a real contest. F1.2 fits on node state (spike trains, readout on spikes) and F1.4 fits on topology (small-world connectivity introduced deliberately, and the abstract says so). Subclass is single-valued, so I took F1.2, because F1.2 keys on what the state variable IS while F1.4 keys on a design claim about coupling, and the more fundamental discriminator should win. Recording the conflict because the Tier-2 lists close at this pilot and a spiking-plus-structured-topology record has nowhere clean to go. Backpropagation and the Remote Supervised Method are applied to the single readout layer only, so I2 survives.",13
RC-5337,,Data and Code: Decreased spinal inhibition leads to undiversified locomotor patterns,"Data and Code belonging to the article 'Increased spinal excitation causes decreased locomotor complexity'.Available as preprint at: https://www.biorxiv.org/content/10.1101/2022.04.21.489087v2 Included filesCODE: - runExampleNet.m: this trains and tests an example network and plots the network outputs. The settings for the signal and the network can all be changed in this file. - runMFT.m: this runs the meanfield theory analysis for various levels of Imbalance and g_tot - createSignal.m: function to create the test and train signals, called from runExampleNet.m - ESN_EI.m: function for the echo state network with distinct excitatory and inhibitory populations, called from runExampleNet.m - getNPG.m: function to get parameter values for the desired imbalances and overall parameter levels DATA: Myonardo (a 3D musculoskeletal model) output for walking slowly (XXX=WalkingI), walking fast (XXX=WalkingII) and running (XXX=Running), used in createSignal. Each folder contains: - XXX.qtm: File with the labelled qualisys data - XXX.mat: File with the recorded kinetic ('force') and kinematic ('trajectories') data - modelOutput.mat: the relevant outputs of the myonardo simulation, used to create the signals in createSignal: - includes: time, right heel marker, muscle length, muscle velocity and muscle activation - musclenames.mat: file indicating which column corresponds to what muscle, necessary for signal creation in createSignal. Upon request, the model simulations results can be shared (several GB). Contact: mdegraaf@uni-muenster.de",10.5281/zenodo.6502264,no,unassignable,unassignable,,,,"Zenodo data-and-code deposit belonging to someone else's article, not an article. Its 'abstract' is a file manifest (runExampleNet.m, ESN_EI.m, the .qtm capture files). Excluded not-eligible:publication-type under Sec.4.2 - the object here is a deposit and Sec.4.1's list does not admit one. The underlying bioRxiv preprint is a separate record and would be screened on its own. Sec.2 never runs, even though ESN_EI.m makes the family obvious.",4
RC-6374,,Reservoirs Learn to Learn,"We consider reservoirs in the form of liquid state machines, i.e., recurrently connected networks of spiking neurons with randomly chosen weights. So far only the weights of a linear readout were adapted for a specific task. We wondered whether the performance of liquid state machines can be improved if the recurrent weights are chosen with a purpose, rather than randomly. After all, weights of recurrent connections in the brain are also not assumed to be randomly chosen. Rather, these weights were probably optimized during evolution, development, and prior learning experiences for specific task domains. In order to examine the benefits of choosing recurrent weights within a liquid with a purpose, we applied the Learning-to-Learn (L2L) paradigm to our model: We optimized the weights of the recurrent connections -- and hence the dynamics of the liquid state machine -- for a large family of potential learning tasks, which the network might have to learn later through modification of the weights of readout neurons. We found that this two-tiered process substantially improves the learning speed of liquid state machines for specific tasks. In fact, this learning speed increases further if one does not train the weights of linear readouts at all, and relies instead on the internal dynamics and fading memory of the network for remembering salient information that it could extract from preceding examples for the current learning task. This second type of learning has recently been proposed to underlie fast learning in the prefrontal cortex and motor cortex, and hence it is of interest to explore its performance also in models. Since liquid state machines share many properties with other types of reservoirs, our results raise the question whether L2L conveys similar benefits also to these other reservoirs.",10.1007/978-981-13-1687-6_3,no,F1,unassignable,,,,"PASS 1: F1, subclass F1.2. 'Reservoirs in the form of liquid state machines, i.e., recurrently connected networks of spiking neurons with randomly chosen weights' is stated outright, so no R10 needed. But the same abstract says 'We optimized the weights of the recurrent connections -- and hence the dynamics of the liquid state machine' and never says by what method, and Sec.1.2 splits on exactly that: evolutionary optimisation on task fitness is INCLUDE-flagged, backpropagation through time into reservoir weights is EXCLUDE. That is a decisive membership question, not a family question, so I opened the paper on eligibility grounds. DEPARTURE DISCLOSED: this record resolved at pass 1 and is therefore not on D25's pass-2 worklist. I read it anyway, because leaving it eligible would have parked an end-to-end-trained RNN in the corpus. family_abstract is left at F1 so the pass-1 rate stays comparable; only this column moved. PASS 2: the outer loop optimises Theta = {W_in, W_rec, W_out,init} against the task loss in eq. (3), and the implementation paragraph states that objective 'was optimized using backpropagation through time (BPTT)', with a whole methods section on backpropagating through the spike discontinuity. Task error reaches the recurrent weights: excluded not-rc:trained-internals under Sec.4.2, the RNN row of Sec.1.2.",38
RC-1478,,A Multiple-Input Multiple-Output Reservoir Computing System Subject to Optoelectronic Feedbacks and Mutual Coupling,"In this paper, a multiple-input multiple-output reservoir computing (RC) system is proposed, which is composed of multiple nonlinear nodes (Mach-Zehnder modulators) and multiple mutual-coupling loops of optoelectronic delay lines. Each input signal is added into every mutual-coupling loop to implement the simultaneous recognition of multiple route signals, which results in the signal processing speed improving and the number of routes increasing. As an example, the four-route input and four-route output RC is simultaneously realized by numerical simulations. The results show that this type of RC system can successfully recognize the four-route optical packet headers with 3-bit, 8-bit, 16-bit, and 32-bit, and four-route independent digital speeches. When the white noise is added to the signals such that the signal-to-noise ratio (SNR) of the optical packet headers and the digital speeches are 35 dB and 20 dB respectively, the normalized root mean square errors (NRMSEs) of the signal recognition are all close to 0.1. The word error rates (WERs) of the optical packet header recognition are 0%. The WER of the digital speech recognition is 1.6%. The eight-route input and eight-route output RC is also numerically simulated. The recognition of the eight-route 3-bit optical packet headers is implemented. The parallel processing of multiple-route signals and the high recognition accuracy are implemented by this proposed system.",10.3390/e22020231,yes,F2,F2,,F2.2,,"'Composed of multiple nonlinear nodes (Mach-Zehnder modulators) and multiple mutual-coupling loops of optoelectronic delay lines' - the memory is the delay lines, Sec.2 step (ii), so F2, and 'multiple ... loops' is F2.2's criterion in the paper's own words. Not F1.5: the MZMs are the nonlinear elements of the loops, not an array of separately read oscillators. NRMSE close to 0.1, WER 0% on optical packet headers and 1.6% on digit speech. Numerical simulation, which bears on D6 but not on the family.",10
RC-3140,,Neural-Based Ensembles and Unorganized Machines to Predict Streamflow Series from Hydroelectric Plants,"Estimating future streamflows is a key step in producing electricity for countries with hydroelectric plants. Accurate predictions are particularly important due to environmental and economic impact they lead. In order to analyze the forecasting capability of models regarding monthly seasonal streamflow series, we realized an extensive investigation considering: six versions of unorganized machines—extreme learning machines (ELM) with and without regularization coefficient (RC), and echo state network (ESN) using the reservoirs from Jaeger’s and Ozturk et al., with and without RC. Additionally, we addressed the ELM as the combiner of a neural-based ensemble, an investigation not yet accomplished in such context. A comparative analysis was performed utilizing two linear approaches (autoregressive model (AR) and autoregressive and moving average model (ARMA)), four artificial neural networks (multilayer perceptron, radial basis function, Elman network, and Jordan network), and four ensembles. The tests were conducted at five hydroelectric plants, using horizons of 1, 3, 6, and 12 steps ahead. The results indicated that the unorganized machines and the ELM ensembles performed better than the linear models in all simulations. Moreover, the errors showed that the unorganized machines and the ELM-based ensembles reached the best general performances.",10.3390/en13184769,yes,unassignable,unassignable,,,,"PASS 1: unassignable under R11, and this one is visible from the abstract - 'six versions of unorganized machines - extreme learning machines (ELM) with and without regularization coefficient (RC), and echo state network (ESN) using the reservoirs from Jaeger's and Ozturk et al.' Two different families in one record: a temporal ELM is F3.2, an ESN is F1.1. PASS 2 confirmed neither is subordinate. Tables 2 to 5 list ELM, ELM(RC), Jaeger ESN, Jaeger ESN(RC), Ozturk ESN and Ozturk ESN(RC) side by side as co-equal rows for every plant and every horizon, and the conclusion names them together as 'unorganized machines'. R11's second branch therefore applies: the sample is fixed so I cannot split the record, and neither system is the main-text result, so it stays unassignable and is reported with its reason under protocol Sec.7 rather than counted against the taxonomy. Sec.2.1 and family_symmetric do not apply - these are two systems compared, not one system whose mechanisms combine.",33
RC-5870,,Modulating Reservoir Dynamics via Reinforcement Learning for Efficient Robot Skill Synthesis,"A random recurrent neural network, called a reservoir, can be used to learn robot movements conditioned on context inputs that encode task goals. The Learning is achieved by mapping the random dynamics of the reservoir modulated by context to desired trajectories via linear regression. This makes the reservoir computing (RC) approach computationally efficient as no iterative gradient descent learning is needed. In this work, we propose a novel RC-based Learning from Demonstration (LfD) framework that not only learns to generate the demonstrated movements but also allows online modulation of the reservoir dynamics to generate movement trajectories that are not covered by the initial demonstration set. This is made possible by using a Reinforcement Learning (RL) module that learns a policy to output context as its actions based on the robot state. Considering that the context dimension is typically low, learning with the RL module is very efficient. We show the validity of the proposed model with systematic experiments on a 2 degrees-of-freedom (DOF) simulated robot that is taught to reach targets, encoded as context, with and without obstacle avoidance constraint. The initial data set includes a set of reaching demonstrations which are learned by the reservoir system. To enable reaching out-of-distribution targets, the RL module is engaged in learning a policy to generate dynamic contexts so that the generated trajectory achieves the desired goal without any learning in the reservoir system. Overall, the proposed model uses an initial learned motor primitive set to efficiently generate diverse motor behaviors guided by the designed reward function. Thus the model can be used as a flexible and effective LfD system where the action repertoire can be extended without new data collection.",10.48550/arxiv.2411.10991,yes,F1,F1,,F1.1,,"'A random recurrent neural network, called a reservoir', with 'the random dynamics of the reservoir modulated by context' mapped 'to desired trajectories via linear regression' - state map and readout both stated. Sec.2 step (iii): F1; random recurrent units with continuous trajectories and a linear readout: F1.1, and 'random' rules out F1.4. MEMBERSHIP: the RL module learns a policy that produces context inputs, so what it adapts is the input to the reservoir, not the reservoir weights - the abstract says the trajectory is achieved 'without any learning in the reservoir system'. I2 holds. ELIGIBILITY FLAGGED: 'systematic experiments' on a 2-DOF simulated robot but no figure in the abstract.",8
RC-1849,,Reservoir computing with state-dependent time delay,"We examine a new design of reservoir computing based on an otherwise linear dynamical system subject to feedback in which a delay time linearly depends on the system's state. Despite the apparent linearity of the system under casual perusal, the system nonetheless possesses a nonlinearity that can be used for time-delay reservoir computing. We find that close multiple Hopf bifurcation points lead to a rich sawtooth-shaped transient response to input signals, which can be beneficial for computing capabilities. We benchmark the reservoir computing system's memory capacity and performance on solving delayed XOR, Iris flower classification tasks, and the Santa Fe time-series prediction task. We demonstrate how the nonlinearity and the memory capacity of the system can be tuned by changing the time-delay dependence.",10.1103/physreve.111.035313,yes,F2,F2,,F2.1,,"'A new design of reservoir computing based on an otherwise linear dynamical system subject to feedback in which a delay time linearly depends on the system's state' - the memory is the feedback delay and the paper calls it time-delay reservoir computing. Sec.2 step (ii): F2. One element, one loop, so F2.1; the state-dependence is a property of the delay, not a second delay path, so not F2.2. Memory capacity, delayed XOR, Iris and Santa Fe are all reported. Iris is a static task but the others are temporal, so I1 is not at risk.",9
